txn_id,value_date,amount,direction,narration,utr,balance_after
BNK-000309,2026-06-29,5398.92,CREDIT,BY TRANSFER-800832106264-,800832106264,13898820.68
BNK-000357,2026-06-29,24073.17,CREDIT,CMS/INV-1341/VENKAMOT,936127564206,13922893.85
BNK-000377,2026-06-29,32740.67,CREDIT,INB/276179437270/PAYMENT,276179437270,13955634.52
BNK-000401,2026-06-29,6011.39,CREDIT,UPI/375094135326/rsttx@okyesbbank,375094135326,13961645.91
BNK-000437,2026-06-29,23189.50,CREDIT,BY TRANSFER-441128876359-,441128876359,13984835.41
BNK-000186,2026-06-30,11088.78,CREDIT,UPI/676196946445/nairlog@okaxisbank,676196946445,13995924.19
BNK-000221,2026-06-30,56684.00,CREDIT,UPI/506309780372/bstx@oksbinbank,506309780372,14052608.19
BNK-000235,2026-06-30,55870.47,CREDIT,IMPS-780363047177-DESHMDIS,780363047177,14108478.66
BNK-000250,2026-06-30,69209.25,CREDIT,INB/846343401569/PAYMENT,846343401569,14177687.91
BNK-000320,2026-06-30,7069.56,CREDIT,BY TRANSFER-732863104104-,732863104104,14184757.47
BNK-000332,2026-06-30,41185.82,CREDIT,UPI/847766292300/patelche@okhdfcbank,847766292300,14225943.29
BNK-000410,2026-06-30,38850.20,CREDIT,BY TRANSFER-203557493387-,203557493387,14264793.49
BNK-000159,2026-07-01,12741.95,CREDIT,IMPS-633374896828-VNKPL,633374896828,14277535.44
BNK-000491,2026-07-01,25740.86,CREDIT,BY TRANSFER-701218965483-,701218965483,14303276.30
BNK-000026,2026-07-02,153402.45,CREDIT,IMPS-342705659319-AgarwSte,342705659319,14456678.75
BNK-000045,2026-07-02,106758.95,CREDIT,UPI/539843813685/malhotex@okutibbank,539843813685,14563437.70
BNK-000072,2026-07-02,44233.67,CREDIT,IMPS-309090249606-BoseTex,309090249606,14607671.37
BNK-000192,2026-07-02,24077.08,CREDIT,INB/322785768849/PAYMENT,322785768849,14631748.45
BNK-000223,2026-07-02,114602.47,CREDIT,IMPS-342388808508-DSHMNT,342388808508,14746350.92
BNK-000224,2026-07-02,31054.39,CREDIT,CMS/2203/IyerSol,353168586021,14777405.31
BNK-000304,2026-07-02,19257.44,CREDIT,NEFT-BOSEAGR,590661629243,14796662.75
BNK-000336,2026-07-02,15038.95,CREDIT,NEFT/REDDYLOG/INV-1322/YESB,817088754464,14811701.70
BNK-000391,2026-07-02,149416.69,CREDIT,INB/637322884382/PAYMENT,637322884382,14961118.39
BNK-000489,2026-07-02,9565.40,CREDIT,UPI/729806309809/iyerind@okkkbkbank,729806309809,14970683.79
BNK-000529,2026-07-02,89955.06,CREDIT,REV-388154137043-FAILED TXN,388154137043,15060638.85
BNK-000066,2026-07-03,45091.93,CREDIT,NEFT/VENKAPOL/1033/UTIB,853620165485,15105730.78
BNK-000139,2026-07-03,6284.91,CREDIT,IMPS-469748786846-IYERSOL,469748786846,15112015.69
BNK-000175,2026-07-03,18145.14,CREDIT,UPI/652524193805/agarwlog@okutibbank,652524193805,15130160.83
BNK-000419,2026-07-03,44342.73,CREDIT,NEFT-IyerSol,617204240824,15174503.56
BNK-000104,2026-07-04,26735.14,CREDIT,UPI/219873951436/malhopol@okicicbank,219873951436,15201238.70
BNK-000123,2026-07-04,9171.56,CREDIT,RTGS UTIB589488058438 BHATTTRA,589488058438,15210410.26
BNK-000257,2026-07-04,57115.63,CREDIT,NEFT-BoseAgr,270338717565,15267525.89
BNK-000290,2026-07-04,40301.02,CREDIT,RTGS PUNB186662135072 BSTX,186662135072,15307826.91
BNK-000425,2026-07-04,16106.09,CREDIT,IMPS-258504660172-RASTOENT,258504660172,15323933.00
BNK-000081,2026-07-05,25947.88,CREDIT,NEFT/ChattAgr/INV-1049/AXIS,557182673645,15349880.88
BNK-000132,2026-07-05,19720.07,CREDIT,BY TRANSFER-741098825062-,741098825062,15369600.95
BNK-000229,2026-07-05,12307.03,CREDIT,INB/608736623161/PAYMENT,608736623161,15381907.98
BNK-000347,2026-07-05,20323.68,CREDIT,NEFT/BHTTTR/1344/KKBK,381645376796,15402231.66
BNK-000354,2026-07-05,7815.34,CREDIT,IMPS-329570980232-AgarwLog,329570980232,15410047.00
BNK-000476,2026-07-05,57362.84,CREDIT,UPI/879667574256/trvch@oksbinbank,879667574256,15467409.84
BNK-000525,2026-07-05,11731.71,CREDIT,REV-977512937099-FAILED TXN,977512937099,15479141.55
BNK-000531,2026-07-05,53474.54,CREDIT,REV-560772605568-FAILED TXN,560772605568,15532616.09
BNK-000041,2026-07-06,38364.45,CREDIT,IMPS-368204709540-BOSESOL,368204709540,15570980.54
BNK-000043,2026-07-06,175613.16,CREDIT,IMPS-381422854988-DeshmLog,381422854988,15746593.70
BNK-000196,2026-07-06,27627.67,CREDIT,CMS/1176/BSSL,367883750982,15774221.37
BNK-000523,2026-07-06,41467.01,CREDIT,IMPS-497564328230-UNKNOWN REMITTER,497564328230,15815688.38
BNK-000071,2026-07-07,61308.28,CREDIT,RTGS SBIN981923649006 TRIVEENT,981923649006,15876996.66
BNK-000243,2026-07-07,66701.37,CREDIT,INB/398619947349/PAYMENT,398619947349,15943698.03
BNK-000266,2026-07-07,28452.11,CREDIT,NEFT-MALHOTEX,683767876089,15972150.14
BNK-000029,2026-07-08,126523.67,CREDIT,IMPS-873608252928-NairTra,873608252928,16098673.81
BNK-000092,2026-07-08,7453.91,CREDIT,RTGS PUNB548119909950 AGARWDIS,548119909950,16106127.72
BNK-000116,2026-07-08,232858.77,CREDIT,NEFT-AgrwLg,992177992616,16338986.49
BNK-000117,2026-07-08,232858.77,CREDIT,NEFT-AgarwLog,817538877715,16571845.26
BNK-000270,2026-07-08,45695.18,CREDIT,NEFT/VenkaTra/INV-1248/UTIB,114254680928,16617540.44
BNK-000007,2026-07-09,248428.10,CREDIT,BY TRANSFER-550901688050-,550901688050,16865968.54
BNK-000200,2026-07-09,29978.61,CREDIT,NEFT-BHATTTRA,112923113276,16895947.15
BNK-000422,2026-07-09,20376.69,CREDIT,UPI/761502184898/venkatra@okicicbank,761502184898,16916323.84
BNK-000438,2026-07-09,29195.27,CREDIT,IMPS-738468453146-AGARWSTE,738468453146,16945519.11
BNK-000453,2026-07-10,23293.92,CREDIT,NEFT-BOSESOL,775541088101,16968813.03
BNK-000487,2026-07-10,10938.57,CREDIT,RTGS UTIB853938586865 PILLATEX,853938586865,16979751.60
BNK-000495,2026-07-10,12414.48,CREDIT,NEFT/RastoTra/INV-1494/KKBK,695935421046,16992166.08
BNK-000496,2026-07-10,9052.58,CREDIT,IMPS-859175577906-IyerInd,859175577906,17001218.66
BNK-000010,2026-07-11,100532.44,CREDIT,NEFT-PatelExp,374034476721,17101751.10
BNK-000121,2026-07-11,349079.06,CREDIT,INB/653356452661/PAYMENT,653356452661,17450830.16
BNK-000150,2026-07-11,20840.52,CREDIT,BY TRANSFER-100949177365-,100949177365,17471670.68
BNK-000151,2026-07-11,19705.23,CREDIT,INB/924242421267/PAYMENT,924242421267,17491375.91
BNK-000338,2026-07-11,8030.79,CREDIT,INB/818380983190/PAYMENT,818380983190,17499406.70
BNK-000397,2026-07-11,39680.02,CREDIT,IMPS-616299671014-BoseSol,616299671014,17539086.72
BNK-000035,2026-07-12,86348.54,CREDIT,BY TRANSFER-546813039046-,546813039046,17625435.26
BNK-000141,2026-07-12,51839.25,CREDIT,NEFT-MALHOTEX,163523349785,17677274.51
BNK-000239,2026-07-12,24224.79,CREDIT,NEFT/BhattTra/INV-1219/SBIN,978604439241,17701499.30
BNK-000240,2026-07-12,24224.79,CREDIT,NEFT-BhattTra,873287938497,17725724.09
BNK-000346,2026-07-12,62877.66,CREDIT,NEFT-AgrwLg,685872684982,17788601.75
BNK-000441,2026-07-12,18648.41,CREDIT,NEFT/MalhoPol/1441/ICIC,629529433471,17807250.16
BNK-000483,2026-07-12,9256.74,CREDIT,IMPS-922736788104-RASTOTEX,922736788104,17816506.90
BNK-000096,2026-07-13,147997.17,CREDIT,IMPS-858942031608-IyerAgr,858942031608,17964504.07
BNK-000098,2026-07-13,21195.03,CREDIT,BY TRANSFER-787818897026-,787818897026,17985699.10
BNK-000263,2026-07-13,36280.23,CREDIT,INB/445253152122/PAYMENT,445253152122,18021979.33
BNK-000445,2026-07-13,27359.42,CREDIT,NEFT/AGARWLOG/INV-1447/SBIN,408608567842,18049338.75
BNK-000001,2026-07-14,196372.46,CREDIT,NEFT-BhattTra,710012968486,18245711.21
BNK-000003,2026-07-14,25414.05,CREDIT,BY TRANSFER-816005965848-,816005965848,18271125.26
BNK-000149,2026-07-14,30884.78,CREDIT,BY TRANSFER-801089840598-,801089840598,18302010.04
BNK-000269,2026-07-14,78037.68,CREDIT,NEFT-BHATTTRA,306438223907,18380047.72
BNK-000383,2026-07-14,6529.85,CREDIT,BY TRANSFER-276885264634-,276885264634,18386577.57
BNK-000006,2026-07-15,93593.29,CREDIT,NEFT-BHATTTRA,181943055150,18480170.86
BNK-000011,2026-07-15,171776.19,CREDIT,BY TRANSFER-949417474642-,949417474642,18651947.05
BNK-000077,2026-07-15,12363.34,CREDIT,NEFT/AGARWDIS/INV-1045/YESB,253649823393,18664310.39
BNK-000086,2026-07-15,3261.49,CREDIT,IMPS-708378947938-PatelChe,708378947938,18667571.88
BNK-000110,2026-07-15,107955.56,CREDIT,UPI/717558192393/rastoinf@oksbinbank,717558192393,18775527.44
BNK-000164,2026-07-15,55009.75,CREDIT,BY TRANSFER-948625387388-,948625387388,18830537.19
BNK-000030,2026-07-16,65656.11,CREDIT,NEFT-DESHMPAC,853639215603,18896193.30
BNK-000135,2026-07-16,39014.40,CREDIT,UPI/263888072624/iyrsl@okicicbank,263888072624,18935207.70
BNK-000180,2026-07-16,26802.37,CREDIT,INB/319827046372/PAYMENT,319827046372,18962010.07
BNK-000247,2026-07-16,231339.59,CREDIT,BY TRANSFER-988338859852-,988338859852,19193349.66
BNK-000471,2026-07-16,54642.56,CREDIT,NEFT-ChhCh,700380742178,19247992.22
BNK-000472,2026-07-16,54642.56,CREDIT,NEFT/ChhCh/INV-1466/UTIB,256840374858,19302634.78
BNK-000481,2026-07-16,50264.76,CREDIT,BY TRANSFER-196044265163-,196044265163,19352899.54
BNK-000528,2026-07-16,12369.30,CREDIT,IMPS-927133801894-UNKNOWN REMITTER,927133801894,19365268.84
BNK-000031,2026-07-17,55976.81,CREDIT,NEFT-VenkaMot,456248545806,19421245.65
BNK-000219,2026-07-17,82526.20,CREDIT,CMS/INV-1199/SinhaAgr,543609013170,19503771.85
BNK-000292,2026-07-17,82922.22,CREDIT,NEFT-BHATTCHE,996190707872,19586694.07
BNK-000394,2026-07-17,198468.83,CREDIT,CMS/1389/AgarwLog,462492800655,19785162.90
BNK-000526,2026-07-17,45041.78,CREDIT,INT.PD:916973891358,916973891358,19830204.68
BNK-000204,2026-07-18,32831.04,CREDIT,CMS/INV-1182/DESHMLOG,536438122155,19863035.72
BNK-000267,2026-07-18,18407.41,CREDIT,CMS/INV-1246/IYERAGR,911152785639,19881443.13
BNK-000298,2026-07-18,79287.16,CREDIT,INB/710500564190/PAYMENT,710500564190,19960730.29
BNK-000299,2026-07-18,79287.16,CREDIT,INB/330776297561/PAYMENT,330776297561,20040017.45
BNK-000389,2026-07-18,11762.30,CREDIT,CMS/INV-1379/ChauhPol,571528259152,20051779.75
BNK-000450,2026-07-18,16263.12,CREDIT,INB/180789777478/PAYMENT,180789777478,20068042.87
BNK-000468,2026-07-18,37048.52,CREDIT,UPI/760849902258/agarwlog@okaxisbank,760849902258,20105091.39
BNK-000501,2026-07-18,27336.03,CREDIT,INT.PD:756611045914,756611045914,20132427.42
BNK-000097,2026-07-19,124945.21,CREDIT,BY TRANSFER-627114724183-,627114724183,20257372.63
BNK-000444,2026-07-19,34554.99,CREDIT,UPI/150270722195/malhopol@okicicbank,150270722195,20291927.62
BNK-000504,2026-07-19,70251.79,CREDIT,REV-795743955553-FAILED TXN,795743955553,20362179.41
BNK-000348,2026-07-20,41450.41,CREDIT,INB/682863133884/PAYMENT,682863133884,20403629.82
BNK-000365,2026-07-20,35086.08,CREDIT,IMPS-794557316656-MalhoTex,794557316656,20438715.90
BNK-000449,2026-07-20,12839.30,CREDIT,BY TRANSFER-357018064362-,357018064362,20451555.20
BNK-000463,2026-07-20,66481.90,CREDIT,RTGS ICIC940037938194 NAIRLOG,940037938194,20518037.10
BNK-000464,2026-07-20,66481.90,CREDIT,INB/786506554244/PAYMENT,786506554244,20584519.00
BNK-000020,2026-07-21,169025.07,CREDIT,NEFT-AGRWLG,814055234868,20753544.07
BNK-000023,2026-07-21,65868.56,CREDIT,IMPS-826277277792-AGARWDIS,826277277792,20819412.63
BNK-000208,2026-07-21,27008.48,CREDIT,NEFT-DSHMPC,827757913739,20846421.11
BNK-000411,2026-07-21,87317.82,CREDIT,NEFT-BHATTTRA,140876147220,20933738.93
BNK-000515,2026-07-21,88269.26,CREDIT,IMPS-124280666621-UNKNOWN REMITTER,124280666621,21022008.19
BNK-000024,2026-07-22,69290.99,CREDIT,IMPS-711860840154-AgarwDis,711860840154,21091299.18
BNK-000166,2026-07-22,11960.26,CREDIT,NEFT-BhattTra,141376336860,21103259.44
BNK-000259,2026-07-22,34190.69,CREDIT,INB/648980500149/PAYMENT,648980500149,21137450.13
BNK-000316,2026-07-22,52257.33,CREDIT,NEFT/RastoTex/INV-1302/ICIC,481338339729,21189707.46
BNK-000317,2026-07-22,52257.33,CREDIT,CMS/1302/RASTOTEX,742652282336,21241964.79
BNK-000017,2026-07-23,187999.70,CREDIT,IMPS-535093779727-IYERIND,535093779727,21429964.49
BNK-000158,2026-07-23,32361.58,CREDIT,BY TRANSFER-439158628550-,439158628550,21462326.07
BNK-000202,2026-07-23,74663.38,CREDIT,RTGS ICIC755067785164 AGARWDIS,755067785164,21536989.45
BNK-000271,2026-07-23,37690.18,CREDIT,BY TRANSFER-895464191479-,895464191479,21574679.63
BNK-000282,2026-07-23,32333.63,CREDIT,INB/620470967713/PAYMENT,620470967713,21607013.26
BNK-000300,2026-07-23,28217.55,CREDIT,NEFT/BHATTTRA/INV-1284/YESB,261328817191,21635230.81
BNK-000027,2026-07-24,206876.17,CREDIT,BY TRANSFER-162383714140-,162383714140,21842106.98
BNK-000102,2026-07-24,53971.38,CREDIT,INB/400699237200/PAYMENT,400699237200,21896078.36
BNK-000155,2026-07-24,73394.74,CREDIT,IMPS-382688563081-BOSETEX,382688563081,21969473.10
BNK-000197,2026-07-24,19512.42,CREDIT,RTGS PUNB124826334735 BHATTTRA,124826334735,21988985.52
BNK-000294,2026-07-24,4169.27,CREDIT,NEFT/BHTTTR/INV-1279/YESB,906801811689,21993154.79
BNK-000295,2026-07-24,4169.27,CREDIT,NEFT-BHATTTRA,563560761242,21997324.06
BNK-000362,2026-07-24,31706.27,CREDIT,RTGS HDFC814501333116 KULKAAGR,814501333116,22029030.33
BNK-000478,2026-07-24,15063.43,CREDIT,IMPS-105428022107-BHTTCH,105428022107,22044093.76
BNK-000124,2026-07-25,50762.45,CREDIT,IMPS-277205197954-VENKAPOL,277205197954,22094856.21
BNK-000222,2026-07-25,74225.92,CREDIT,UPI/675965740808/bosetex@okutibbank,675965740808,22169082.13
BNK-000321,2026-07-25,71006.50,CREDIT,NEFT-VENKASTE,669757703094,22240088.63
BNK-000359,2026-07-25,25807.70,CREDIT,IMPS-590690530833-BhattTra,590690530833,22265896.33
BNK-000452,2026-07-25,16062.12,CREDIT,RTGS YESB169271725660 PILLATEX,169271725660,22281958.45
BNK-000462,2026-07-25,30230.85,CREDIT,INB/735442429982/PAYMENT,735442429982,22312189.30
BNK-000021,2026-07-26,288022.66,CREDIT,BY TRANSFER-296377249572-,296377249572,22600211.96
BNK-000038,2026-07-26,33711.34,CREDIT,IMPS-282204728054-VENKAPOL,282204728054,22633923.30
BNK-000070,2026-07-26,148864.75,CREDIT,CMS/INV-1036/BHATTTRA,614359965148,22782788.05
BNK-000174,2026-07-26,323516.44,CREDIT,BY TRANSFER-982496993079-,982496993079,23106304.49
BNK-000318,2026-07-26,24208.04,CREDIT,CMS/INV-1303/ChauhSte,232143332087,23130512.53
BNK-000343,2026-07-26,20619.89,CREDIT,BY TRANSFER-397344808235-,397344808235,23151132.42
BNK-000358,2026-07-26,48002.20,CREDIT,IMPS-702531613637-VenkaMot,702531613637,23199134.62
BNK-000390,2026-07-26,173870.87,CREDIT,IMPS-589811241438-KULKAAGR,589811241438,23373005.49
BNK-000025,2026-07-27,109334.08,CREDIT,INB/173833879353/PAYMENT,173833879353,23482339.57
BNK-000079,2026-07-27,16753.98,CREDIT,IMPS-504702291368-VNKPL,504702291368,23499093.55
BNK-000261,2026-07-27,144697.21,CREDIT,INB/855442973904/PAYMENT,855442973904,23643790.76
BNK-000388,2026-07-27,18937.18,CREDIT,BY TRANSFER-582746913596-,582746913596,23662727.94
BNK-000063,2026-07-28,36547.79,CREDIT,INB/578403638810/PAYMENT,578403638810,23699275.73
BNK-000087,2026-07-28,7362.26,CREDIT,INB/659269621729/PAYMENT,659269621729,23706637.99
BNK-000184,2026-07-28,23042.56,CREDIT,RTGS HDFC661915877229 BOSESOL,661915877229,23729680.55
BNK-000238,2026-07-28,2539.90,CREDIT,IMPS-514329191467-BhattTra,514329191467,23732220.45
BNK-000245,2026-07-28,26984.89,CREDIT,UPI/605953496222/bhatttra@okicicbank,605953496222,23759205.34
BNK-000387,2026-07-28,43637.92,CREDIT,UPI/566284183143/bhatttra@okhdfcbank,566284183143,23802843.26
BNK-000392,2026-07-28,57411.24,CREDIT,BY TRANSFER-526654914312-,526654914312,23860254.50
BNK-000433,2026-07-28,42824.21,CREDIT,NEFT-MlhTx,854073830774,23903078.71
BNK-000507,2026-07-28,41424.69,CREDIT,REV-742973295717-FAILED TXN,742973295717,23944503.40
BNK-000012,2026-07-29,143146.47,CREDIT,NEFT-Bsgr,688686498792,24087649.87
BNK-000178,2026-07-29,77417.26,CREDIT,UPI/901063690898/malhopol@oksbinbank,901063690898,24165067.13
BNK-000314,2026-07-29,93580.64,CREDIT,RTGS KKBK677728252561 BSTX,677728252561,24258647.77
BNK-000399,2026-07-29,45827.84,CREDIT,NEFT/CHATTINF/INV-1398/AXIS,239571264562,24304475.61
BNK-000418,2026-07-29,53841.44,CREDIT,RTGS KKBK224997443574 TRIVECHE,224997443574,24358317.05
BNK-000474,2026-07-29,13072.59,CREDIT,UPI/769059020610/ptlch@oksbinbank,769059020610,24371389.64
BNK-000502,2026-07-29,4692.40,CREDIT,CHARGES GST @18%,187621736219,24376082.04
BNK-000514,2026-07-29,36757.21,CREDIT,REV-929828274000-FAILED TXN,929828274000,24412839.25
BNK-000015,2026-07-30,109883.87,CREDIT,BY TRANSFER-914511743802-,914511743802,24522723.12
BNK-000065,2026-07-30,14913.46,CREDIT,BY TRANSFER-408904616474-,408904616474,24537636.58
BNK-000088,2026-07-30,18665.28,CREDIT,NEFT-CHAUHSTE,858500296451,24556301.86
BNK-000274,2026-07-30,16970.43,CREDIT,BY TRANSFER-982371941482-,982371941482,24573272.29
BNK-000355,2026-07-30,15036.53,CREDIT,INB/445465133129/PAYMENT,445465133129,24588308.82
BNK-000402,2026-07-30,5162.19,CREDIT,NEFT-RASTOTEX,480265673862,24593471.01
BNK-000454,2026-07-30,38493.67,CREDIT,CMS/INV-1452/BOSESOL,405466174874,24631964.68
BNK-000100,2026-07-31,7557.82,CREDIT,NEFT-BOSETEX,643059157057,24639522.50
BNK-000230,2026-07-31,68955.37,CREDIT,RTGS UTIB246928730671 MALHOPOL,246928730671,24708477.87
BNK-000231,2026-07-31,68955.37,CREDIT,INB/289227080816/PAYMENT,289227080816,24777433.24
BNK-000244,2026-07-31,7554.73,CREDIT,NEFT-VenkaPol,462179180092,24784987.97
BNK-000028,2026-08-02,165044.91,CREDIT,BY TRANSFER-960973158064-,960973158064,24950032.88
BNK-000061,2026-08-02,6127.82,CREDIT,RTGS AXIS664036710706 PATELCHE,664036710706,24956160.70
BNK-000062,2026-08-02,6127.82,CREDIT,BY TRANSFER-674315997786-,674315997786,24962288.52
BNK-000194,2026-08-02,90057.35,CREDIT,NEFT-IyrSl,856591241790,25052345.87
BNK-000195,2026-08-02,90057.35,CREDIT,IMPS-324405215603-IYERSOL,324405215603,25142403.22
BNK-000308,2026-08-02,154024.25,CREDIT,NEFT-AGARWSTE,902920769510,25296427.47
BNK-000014,2026-08-03,207749.51,CREDIT,INB/474729410044/PAYMENT,474729410044,25504176.98
BNK-000059,2026-08-03,40778.43,CREDIT,INB/830124428635/PAYMENT,830124428635,25544955.41
BNK-000136,2026-08-03,88397.93,CREDIT,IMPS-553104350994-VENKATEX,553104350994,25633353.34
BNK-000143,2026-08-03,11460.22,CREDIT,IMPS-315182038138-AGARWPAC,315182038138,25644813.56
BNK-000145,2026-08-03,35063.15,CREDIT,IMPS-791145918127-BHTTTR,791145918127,25679876.71
BNK-000393,2026-08-03,67998.88,CREDIT,BY TRANSFER-451238117815-,451238117815,25747875.59
BNK-000404,2026-08-03,14301.47,CREDIT,CMS/INV-1401/BoseTex,668326603371,25762177.06
BNK-000008,2026-08-04,55247.71,CREDIT,INB/297803925998/PAYMENT,297803925998,25817424.77
BNK-000013,2026-08-04,160709.92,CREDIT,BY TRANSFER-231923389676-,231923389676,25978134.69
BNK-000055,2026-08-04,20677.68,CREDIT,RTGS YESB120259406138 CHHPL,120259406138,25998812.37
BNK-000198,2026-08-04,9708.50,CREDIT,INB/778917019569/PAYMENT,778917019569,26008520.87
BNK-000199,2026-08-04,9708.50,CREDIT,NEFT/CHATTPAC/INV-1178/AXIS,826756126020,26018229.37
BNK-000319,2026-08-04,44283.13,CREDIT,BY TRANSFER-880150527307-,880150527307,26062512.50
BNK-000431,2026-08-04,6791.06,CREDIT,IMPS-379342289695-VenkaMot,379342289695,26069303.56
BNK-000217,2026-08-05,73906.34,CREDIT,NEFT-REDDYTRA,816029387981,26143209.90
BNK-000339,2026-08-05,10689.01,CREDIT,CMS/1325/AgarwDis,339344388367,26153898.91
BNK-000460,2026-08-05,23530.62,CREDIT,NEFT-RASTOENT,640263527625,26177429.53
BNK-000002,2026-08-06,118036.82,CREDIT,BY TRANSFER-107175617233-,107175617233,26295466.35
BNK-000095,2026-08-06,28081.78,CREDIT,IMPS-486861829523-PILLAINF,486861829523,26323548.13
BNK-000161,2026-08-06,3065.53,CREDIT,NEFT/TRIVECHE/INV-1137/UTIB,292636463157,26326613.66
BNK-000201,2026-08-06,22248.93,CREDIT,RTGS HDFC901593570347 BHATTTRA,901593570347,26348862.59
BNK-000276,2026-08-06,43436.41,CREDIT,UPI/261394554824/iyersol@okutibbank,261394554824,26392299.00
BNK-000305,2026-08-06,18702.15,CREDIT,INB/877325521693/PAYMENT,877325521693,26411001.15
BNK-000415,2026-08-06,42878.76,CREDIT,IMPS-795406672000-BhattTra,795406672000,26453879.91
BNK-000442,2026-08-06,122280.84,CREDIT,BY TRANSFER-176686237425-,176686237425,26576160.75
BNK-000499,2026-08-06,152953.71,CREDIT,NEFT-AgarwPac,452094580123,26729114.46
BNK-000500,2026-08-06,152953.71,CREDIT,UPI/849748225074/agrwpc@okicicbank,849748225074,26882068.17
BNK-000386,2026-08-07,33049.75,CREDIT,IMPS-189141462115-BoseAgr,189141462115,26915117.92
BNK-000416,2026-08-07,78220.64,CREDIT,BY TRANSFER-491871342555-,491871342555,26993338.56
BNK-000016,2026-08-08,103202.00,CREDIT,INB/177371848608/PAYMENT,177371848608,27096540.56
BNK-000022,2026-08-09,113937.11,CREDIT,NEFT-VenkaTex,519879427510,27210477.67
BNK-000047,2026-08-09,34251.51,CREDIT,BY TRANSFER-469119709811-,469119709811,27244729.18
BNK-000378,2026-08-09,7779.41,CREDIT,UPI/460160148997/iyrsl@okutibbank,460160148997,27252508.59
BNK-000004,2026-08-10,129391.57,CREDIT,NEFT-BHATTTRA,205989706076,27381900.16
BNK-000033,2026-08-10,35562.27,CREDIT,NEFT-DSHMNT,538371127611,27417462.43
BNK-000364,2026-08-10,21929.98,CREDIT,BY TRANSFER-584240835623-,584240835623,27439392.41
BNK-000009,2026-08-11,28747.23,CREDIT,BY TRANSFER-204721147169-,204721147169,27468139.64
BNK-000385,2026-08-11,130710.05,CREDIT,IMPS-818630933516-BhttTr,818630933516,27598849.69
BNK-000232,2026-08-12,25722.54,CREDIT,NEFT/BOSEAGR/INV-1210/KKBK,955292339366,27624572.23
BNK-000251,2026-08-12,98367.63,CREDIT,NEFT/BHTTTR/1229/ICIC,178200063416,27722939.86
BNK-000258,2026-08-12,28259.00,CREDIT,UPI/626517960645/boseagr@okhdfcbank,626517960645,27751198.86
BNK-000428,2026-08-13,20467.40,CREDIT,NEFT-BhttTr,168597383514,27771666.26
BNK-000093,2026-08-14,3209.76,CREDIT,IMPS-590564768573-AGARWDIS,590564768573,27774876.02
BNK-000260,2026-08-14,9951.08,CREDIT,IMPS-850760591549-AGARWDIS,850760591549,27784827.10
BNK-000369,2026-08-14,56450.13,CREDIT,NEFT/IYRIND/1354/AXIS,282884010692,27841277.23
BNK-000368,2026-08-15,51206.46,CREDIT,RTGS HDFC534799358765 BHATTTRA,534799358765,27892483.69
BNK-000082,2026-08-16,53403.43,CREDIT,NEFT/CHATTAGR/INV-1049/HDFC,817795797359,27945887.12
BNK-000313,2026-08-17,46419.39,CREDIT,BY TRANSFER-679461296731-,679461296731,27992306.51
BNK-000322,2026-08-18,23004.10,CREDIT,IMPS-248074826086-IYRPC,248074826086,28015310.61
BNK-000432,2026-08-18,8608.18,CREDIT,NEFT-VENKAMOT,915976072525,28023918.79
BNK-000099,2026-08-19,9974.13,CREDIT,CMS/INV-1072/RASTOTEX,707949999894,28033892.92
BNK-000162,2026-08-19,4014.22,CREDIT,CMS/1137/TRVCH,529583680360,28037907.14
BNK-000412,2026-08-20,8752.41,CREDIT,CMS/INV-1413/RastoTex,975022958086,28046659.55
BNK-000479,2026-08-20,24892.61,CREDIT,IMPS-662491557432-BHATTCHE,662491557432,28071552.16
BNK-000073,2026-08-21,78804.06,CREDIT,NEFT-PillaTex,940900722992,28150356.22
BNK-000497,2026-08-21,4086.15,CREDIT,IMPS-948998855723-IyerInd,948998855723,28154442.37
BNK-000306,2026-08-22,35350.31,CREDIT,UPI/622181991218/bosesol@okpunbbank,622181991218,28189792.68
BNK-000129,2026-08-23,13050.07,CREDIT,RTGS ICIC110395939692 BOSETEX,110395939692,28202842.75
BNK-000226,2026-08-23,29602.16,CREDIT,INB/124012641763/PAYMENT,124012641763,28232444.91
BNK-000233,2026-08-23,51291.04,CREDIT,BY TRANSFER-110760453330-,110760453330,28283735.95
BNK-000443,2026-08-23,44565.38,CREDIT,INB/858170892403/PAYMENT,858170892403,28328301.33
BNK-000446,2026-08-27,16697.62,CREDIT,BY TRANSFER-478126768077-,478126768077,28344998.95
BNK-000400,2026-08-28,81471.71,CREDIT,NEFT/ChattInf/1398/AXIS,612244201666,28426470.66
BNK-000167,2026-08-31,18242.41,CREDIT,UPI/758108520428/bhtttr@okpunbbank,758108520428,28444713.07
BNK-000210,2026-09-02,34865.78,CREDIT,RTGS KKBK202285111874 BHATTTRA,202285111874,28479578.85
BNK-000461,2026-09-04,26366.72,CREDIT,INB/185011252543/PAYMENT,185011252543,28505945.57
BNK-000080,2026-09-05,10312.22,CREDIT,INB/440926395653/PAYMENT,440926395653,28516257.79
BNK-000185,2026-09-05,15490.15,CREDIT,BY TRANSFER-660327865567-,660327865567,28531747.94
BNK-000268,2026-09-08,24400.52,CREDIT,INB/941021848911/PAYMENT,941021848911,28556148.46
BNK-000049,2026-09-13,24729.25,CREDIT,NEFT-IyerInd,943399353824,28580877.71
BNK-000101,2026-09-15,4573.52,CREDIT,NEFT-BSTX,465571514736,28585451.23
