invoice_id,counterparty,counterparty_id,gross_amount,tds_applicable,tds_rate,issue_date,due_date,status
INV-1267,Chatterjee Infotech Pvt Ltd,CP-058,16740.11,True,0.1,2026-05-21,2026-06-05,OPEN
INV-1268,Chatterjee Packaging & Co,CP-056,30161.68,False,0,2026-05-01,2026-06-15,OPEN
INV-1269,Iyer Solutions,CP-002,32044.09,True,0.02,2026-06-22,2026-07-07,OPEN
INV-1270,Agarwal Chemicals & Co,CP-036,41916.76,True,0.02,2026-05-23,2026-06-07,OPEN
INV-1271,Bose Motors & Co,CP-042,178629.26,True,0.02,2026-05-23,2026-07-07,OPEN
INV-1272,Agarwal Distributors,CP-003,48534.90,False,0,2026-05-08,2026-06-07,OPEN
INV-1273,Bose Textiles Pvt Ltd,CP-004,39697.74,True,0.1,2026-07-01,2026-07-16,OPEN
INV-1274,Agarwal Logistics,CP-001,90129.53,False,0,2026-05-21,2026-07-05,OPEN
INV-1275,Chauhan Steels LLP,CP-014,33763.31,False,0,2026-05-16,2026-05-31,OPEN
INV-1276,Bhatt Chemicals & Co,CP-032,92135.80,False,0,2026-06-18,2026-07-03,OPEN
INV-1277,Agarwal Distributors,CP-003,36869.01,True,0.02,2026-07-08,2026-07-23,OPEN
INV-1278,Agarwal Logistics,CP-001,23237.28,False,0,2026-06-02,2026-06-17,OPEN
INV-1279,Bhatt Traders Ltd,CP-000,4169.27,False,0,2026-07-21,2026-09-04,OPEN
INV-1280,Iyer Solutions,CP-002,35148.67,False,0,2026-05-13,2026-05-28,OPEN
INV-1281,Iyer Solutions,CP-002,35204.35,True,0.02,2026-06-05,2026-07-05,OPEN
INV-1282,Iyer Agro Pvt Ltd,CP-041,43613.98,True,0.1,2026-05-30,2026-07-14,OPEN
INV-1283,Venkat Polymers Pvt Ltd,CP-005,79287.16,False,0,2026-07-16,2026-08-30,OPEN
INV-1284,Bhatt Traders Ltd,CP-000,28217.55,False,0,2026-06-12,2026-07-27,OPEN
INV-1285,Trivedi Packaging & Co,CP-031,75856.76,True,0.1,2026-06-15,2026-07-30,OPEN
INV-1286,Bose Solutions Pvt Ltd,CP-016,25690.95,True,0.02,2026-05-09,2026-06-23,OPEN
INV-1287,Bose Agro,CP-019,19308.45,False,0,2026-06-20,2026-07-20,OPEN
INV-1288,Bose Solutions Pvt Ltd,CP-016,54052.46,False,0,2026-07-26,2026-09-09,OPEN
INV-1289,Agarwal Steels LLP,CP-011,226394.96,True,0.02,2026-06-02,2026-07-02,OPEN
INV-1290,Iyer Solutions,CP-002,30255.89,False,0,2026-05-08,2026-06-22,OPEN
INV-1291,Patel Chemicals LLP,CP-043,8385.57,False,0,2026-05-19,2026-07-03,OPEN
INV-1292,Bhatt Traders Ltd,CP-000,23459.12,True,0.02,2026-06-06,2026-07-21,OPEN
INV-1293,Agarwal Steels LLP,CP-011,154024.25,True,0.1,2026-07-12,2026-07-27,OPEN
INV-1294,Agarwal Steels LLP,CP-011,5998.80,False,0,2026-06-08,2026-07-08,OPEN
INV-1295,Chatterjee Agro,CP-033,13537.02,False,0,2026-05-25,2026-06-24,OPEN
INV-1296,Chauhan Textiles LLP,CP-054,4871.20,False,0,2026-05-21,2026-06-05,OPEN
INV-1297,Agarwal Distributors,CP-003,27747.91,True,0.02,2026-05-28,2026-06-12,OPEN
INV-1298,Agarwal Steels LLP,CP-011,51577.10,True,0.1,2026-07-24,2026-08-23,OPEN
INV-1299,Bose Textiles Pvt Ltd,CP-004,93630.68,False,0,2026-07-26,2026-08-10,OPEN
INV-1300,Nair Logistics,CP-006,54293.76,False,0,2026-05-26,2026-06-25,OPEN
INV-1301,Chatterjee Agro,CP-033,44579.01,True,0.02,2026-06-30,2026-07-30,OPEN
INV-1302,Rastogi Textiles Ltd,CP-039,52257.33,True,0.1,2026-07-13,2026-08-27,OPEN
INV-1303,Chauhan Steels LLP,CP-014,28580.92,True,0.1,2026-06-28,2026-07-28,OPEN
INV-1304,Bose Textiles Pvt Ltd,CP-004,44341.95,True,0.1,2026-07-22,2026-08-21,OPEN
INV-1305,Venkat Textiles,CP-007,19919.14,False,0,2026-05-19,2026-06-18,OPEN
INV-1306,Trivedi Logistics,CP-013,7069.56,False,0,2026-06-01,2026-06-16,OPEN
INV-1307,Venkat Steels & Co,CP-055,96084.58,False,0,2026-07-08,2026-08-22,OPEN
INV-1308,Iyer Packaging,CP-015,23004.10,False,0,2026-07-27,2026-08-26,OPEN
INV-1309,Bose Textiles Pvt Ltd,CP-004,50280.76,False,0,2026-05-02,2026-06-16,OPEN
INV-1310,Iyer Solutions,CP-002,30336.01,False,0,2026-07-23,2026-09-06,OPEN
INV-1311,Agarwal Logistics,CP-001,17470.36,False,0,2026-06-21,2026-08-05,OPEN
INV-1312,Patel Chemicals LLP,CP-043,62164.68,True,0.1,2026-05-12,2026-06-11,OPEN
INV-1313,Chatterjee Packaging & Co,CP-056,112732.71,False,0,2026-05-15,2026-06-14,OPEN
INV-1314,Venkat Motors & Co,CP-020,112964.75,False,0,2026-05-21,2026-07-05,OPEN
INV-1315,Agarwal Logistics,CP-001,112732.07,False,0,2026-05-08,2026-06-22,OPEN
INV-1316,Bhatt Traders Ltd,CP-000,53776.45,False,0,2026-05-06,2026-05-21,OPEN
INV-1317,Patel Distributors Ltd,CP-029,15295.08,False,0,2026-05-01,2026-05-31,OPEN
INV-1318,Kulkarni Agro Pvt Ltd,CP-035,59934.40,True,0.1,2026-05-26,2026-07-10,OPEN
INV-1319,Patel Chemicals LLP,CP-043,41185.82,False,0,2026-05-26,2026-06-10,OPEN
INV-1320,Agarwal Logistics,CP-001,42531.16,True,0.02,2026-05-04,2026-06-18,OPEN
INV-1321,Iyer Industries,CP-008,36750.90,False,0,2026-05-08,2026-06-22,OPEN
INV-1322,Reddy Logistics,CP-027,15345.87,True,0.02,2026-06-15,2026-07-15,OPEN
INV-1323,Bose Solutions Pvt Ltd,CP-016,48789.70,False,0,2026-05-29,2026-07-13,OPEN
INV-1324,Reddy Logistics,CP-027,23861.68,False,0,2026-05-21,2026-06-05,OPEN
INV-1325,Agarwal Distributors,CP-003,18719.80,False,0,2026-07-03,2026-07-18,OPEN
INV-1326,Iyer Solutions,CP-002,21930.24,False,0,2026-05-29,2026-06-28,OPEN
INV-1327,Rastogi Traders,CP-040,35728.41,True,0.02,2026-06-01,2026-07-01,OPEN
INV-1328,Venkat Polymers Pvt Ltd,CP-005,31194.99,False,0,2026-06-12,2026-07-12,OPEN
INV-1329,Bose Textiles Pvt Ltd,CP-004,10104.67,True,0.02,2026-07-10,2026-08-09,OPEN
INV-1330,Iyer Solutions,CP-002,58990.14,True,0.02,2026-05-20,2026-06-04,OPEN
INV-1331,Agarwal Logistics,CP-001,55599.46,False,0,2026-07-11,2026-07-26,OPEN
INV-1332,Agarwal Logistics,CP-001,17707.75,False,0,2026-06-18,2026-08-02,OPEN
INV-1333,Agarwal Logistics,CP-001,163743.91,False,0,2026-05-30,2026-07-14,OPEN
INV-1334,Bhatt Traders Ltd,CP-000,61774.09,False,0,2026-06-26,2026-07-26,OPEN
INV-1335,Malhotra Textiles LLP,CP-010,29669.12,False,0,2026-05-17,2026-06-01,OPEN
INV-1336,Bose Agro,CP-019,188887.31,False,0,2026-05-04,2026-06-18,OPEN
INV-1337,Agarwal Logistics,CP-001,153674.41,True,0.02,2026-05-30,2026-06-14,OPEN
INV-1338,Chauhan Polymers LLP,CP-012,26159.07,True,0.1,2026-06-08,2026-06-23,OPEN
INV-1339,Agarwal Logistics,CP-001,22851.87,False,0,2026-06-29,2026-08-13,OPEN
INV-1340,Chauhan Chemicals Ltd,CP-038,18306.48,False,0,2026-05-04,2026-06-18,OPEN
INV-1341,Venkat Motors & Co,CP-020,72075.37,False,0,2026-06-21,2026-08-05,OPEN
INV-1342,Bhatt Traders Ltd,CP-000,25807.70,False,0,2026-07-17,2026-08-31,OPEN
INV-1343,Bose Agro,CP-019,27556.25,True,0.1,2026-06-25,2026-07-10,OPEN
INV-1344,Venkat Polymers Pvt Ltd,CP-005,14294.03,False,0,2026-07-21,2026-09-04,OPEN
INV-1345,Kulkarni Agro Pvt Ltd,CP-035,58824.24,False,0,2026-06-02,2026-07-17,OPEN
INV-1346,Venkat Motors & Co,CP-020,28432.79,False,0,2026-07-14,2026-07-29,OPEN
INV-1347,Venkat Steels & Co,CP-055,53655.91,True,0.1,2026-06-10,2026-07-25,OPEN
INV-1348,Reddy Traders Ltd,CP-045,24366.64,False,0,2026-07-18,2026-08-17,OPEN
INV-1349,Malhotra Textiles LLP,CP-010,35086.08,False,0,2026-07-04,2026-08-18,OPEN
INV-1350,Bose Solutions Pvt Ltd,CP-016,41828.57,False,0,2026-05-27,2026-07-11,OPEN
INV-1351,Agarwal Chemicals & Co,CP-036,93112.97,True,0.1,2026-05-25,2026-06-09,OPEN
INV-1352,Agarwal Steels LLP,CP-011,43932.15,True,0.1,2026-05-08,2026-06-07,OPEN
INV-1353,Bhatt Traders Ltd,CP-000,51239.85,False,0,2026-07-27,2026-09-10,OPEN
INV-1354,Iyer Industries,CP-008,56450.13,False,0,2026-07-22,2026-08-21,OPEN
INV-1355,Bhatt Traders Ltd,CP-000,87340.84,True,0.02,2026-05-31,2026-07-15,OPEN
INV-1356,Nair Logistics,CP-006,97009.81,True,0.1,2026-05-27,2026-06-11,OPEN
INV-1357,Bose Textiles Pvt Ltd,CP-004,26334.41,True,0.02,2026-07-29,2026-08-13,OPEN
INV-1358,Agarwal Distributors,CP-003,37199.07,False,0,2026-05-22,2026-06-06,OPEN
INV-1359,Bhatt Traders Ltd,CP-000,12311.53,False,0,2026-06-25,2026-08-09,OPEN
INV-1360,Agarwal Distributors,CP-003,31603.27,False,0,2026-06-06,2026-07-21,OPEN
INV-1361,Trivedi Chemicals Pvt Ltd,CP-017,24124.21,False,0,2026-05-18,2026-06-02,OPEN
INV-1362,Venkat Traders & Co,CP-028,84548.40,False,0,2026-05-24,2026-07-08,OPEN
INV-1363,Agarwal Chemicals & Co,CP-036,69958.70,False,0,2026-05-24,2026-06-23,OPEN
INV-1364,Agarwal Distributors,CP-003,25533.96,False,0,2026-06-17,2026-07-17,OPEN
INV-1365,Iyer Solutions,CP-002,7822.12,False,0,2026-07-20,2026-09-03,OPEN
INV-1366,Venkat Polymers Pvt Ltd,CP-005,16553.75,False,0,2026-06-24,2026-07-09,OPEN
INV-1367,Deshmukh Distributors,CP-059,61342.32,False,0,2026-05-19,2026-06-03,OPEN
INV-1368,Bhatt Traders Ltd,CP-000,57109.59,False,0,2026-05-06,2026-06-05,OPEN
INV-1369,Agarwal Logistics,CP-001,86770.67,True,0.02,2026-06-06,2026-07-21,OPEN
INV-1370,Rastogi Enterprises LLP,CP-022,6529.85,True,0.1,2026-06-18,2026-08-02,OPEN
INV-1371,Bose Agro,CP-019,48837.42,True,0.1,2026-07-09,2026-08-08,OPEN
INV-1372,Chauhan Textiles LLP,CP-054,106937.68,False,0,2026-05-08,2026-06-07,OPEN
INV-1373,Iyer Packaging,CP-015,19328.32,False,0,2026-06-17,2026-08-01,OPEN
INV-1374,Bhatt Traders Ltd,CP-000,133377.60,True,0.02,2026-07-21,2026-08-05,OPEN
INV-1375,Bose Agro,CP-019,36721.94,False,0,2026-07-24,2026-09-07,OPEN
INV-1376,Trivedi Logistics,CP-013,30494.64,False,0,2026-07-12,2026-08-11,OPEN
INV-1377,Bhatt Traders Ltd,CP-000,43637.92,False,0,2026-06-02,2026-06-17,OPEN
INV-1378,Malhotra Textiles LLP,CP-010,18937.18,False,0,2026-07-10,2026-08-24,OPEN
INV-1379,Chauhan Polymers LLP,CP-012,11762.30,False,0,2026-07-15,2026-08-14,OPEN
INV-1380,Bose Agro,CP-019,68571.82,False,0,2026-07-04,2026-08-18,OPEN
INV-1381,Kulkarni Agro Pvt Ltd,CP-035,173870.87,False,0,2026-06-28,2026-07-28,OPEN
INV-1382,Agarwal Steels LLP,CP-011,38469.54,False,0,2026-06-17,2026-07-02,OPEN
INV-1383,Venkat Polymers Pvt Ltd,CP-005,37393.78,False,0,2026-05-18,2026-06-02,OPEN
INV-1384,Iyer Packaging,CP-015,149438.65,True,0.1,2026-06-15,2026-07-30,OPEN
INV-1385,Bose Agro,CP-019,71189.25,False,0,2026-06-17,2026-08-01,OPEN
INV-1386,Mehta Traders LLP,CP-051,57411.24,False,0,2026-07-17,2026-08-16,OPEN
INV-1387,Agarwal Steels LLP,CP-011,68012.15,True,0.1,2026-07-26,2026-08-10,OPEN
INV-1388,Deshmukh Packaging Ltd,CP-021,25731.64,True,0.1,2026-07-02,2026-07-17,OPEN
INV-1389,Agarwal Logistics,CP-001,198468.83,False,0,2026-07-15,2026-08-29,OPEN
INV-1390,Deshmukh Distributors,CP-059,69702.40,True,0.1,2026-06-26,2026-07-11,OPEN
INV-1391,Iyer Industries,CP-008,39122.01,True,0.1,2026-05-05,2026-06-04,OPEN
INV-1392,Chauhan Textiles LLP,CP-054,68884.05,False,0,2026-05-30,2026-07-14,OPEN
INV-1393,Malhotra Textiles LLP,CP-010,25459.43,False,0,2026-06-09,2026-07-24,OPEN
INV-1394,Bose Solutions Pvt Ltd,CP-016,67829.09,False,0,2026-06-29,2026-07-29,OPEN
INV-1395,Agarwal Distributors,CP-003,24546.74,True,0.1,2026-05-30,2026-07-14,OPEN
INV-1396,Bhatt Traders Ltd,CP-000,7616.17,False,0,2026-06-04,2026-06-19,OPEN
INV-1397,Agarwal Packaging,CP-009,17115.34,False,0,2026-07-07,2026-07-22,OPEN
INV-1398,Chatterjee Infotech Pvt Ltd,CP-058,127299.55,True,0.1,2026-07-21,2026-08-05,OPEN
INV-1399,Rastogi Textiles Ltd,CP-039,11173.58,False,0,2026-06-16,2026-07-31,OPEN
INV-1400,Iyer Solutions,CP-002,16910.60,True,0.1,2026-07-25,2026-09-08,OPEN
INV-1401,Bose Textiles Pvt Ltd,CP-004,23915.50,True,0.02,2026-06-14,2026-06-29,OPEN
INV-1402,Bose Motors & Co,CP-042,62614.02,False,0,2026-06-20,2026-07-20,OPEN
INV-1403,Trivedi Enterprises Ltd,CP-048,46934.83,True,0.1,2026-06-09,2026-06-24,OPEN
INV-1404,Malhotra Steels & Co,CP-046,46160.33,True,0.1,2026-05-23,2026-06-22,OPEN
INV-1405,Bose Textiles Pvt Ltd,CP-004,84215.17,False,0,2026-05-09,2026-06-08,OPEN
INV-1406,Patel Chemicals LLP,CP-043,25182.82,False,0,2026-05-03,2026-06-17,OPEN
INV-1407,Iyer Solutions,CP-002,60097.20,False,0,2026-06-21,2026-08-05,OPEN
INV-1408,Iyer Solutions,CP-002,40266.92,False,0,2026-05-31,2026-06-15,OPEN
INV-1409,Chauhan Steels LLP,CP-014,96762.31,True,0.1,2026-05-18,2026-07-02,OPEN
INV-1410,Trivedi Chemicals Pvt Ltd,CP-017,13280.98,True,0.1,2026-05-04,2026-06-18,OPEN
INV-1411,Bhatt Traders Ltd,CP-000,38020.78,True,0.1,2026-06-13,2026-06-28,OPEN
INV-1412,Bhatt Traders Ltd,CP-000,87317.82,False,0,2026-07-16,2026-08-15,OPEN
INV-1413,Rastogi Textiles Ltd,CP-039,13740.05,False,0,2026-07-23,2026-08-07,OPEN
INV-1414,Nair Logistics,CP-006,286494.52,True,0.02,2026-05-21,2026-06-05,OPEN
INV-1415,Bhatt Traders Ltd,CP-000,63149.87,False,0,2026-06-16,2026-07-31,OPEN
INV-1416,Bose Agro,CP-019,78220.64,False,0,2026-07-17,2026-08-01,OPEN
INV-1417,Sinha Agro & Co,CP-025,10985.13,False,0,2026-05-05,2026-06-04,OPEN
INV-1418,Trivedi Chemicals Pvt Ltd,CP-017,52064.68,True,0.1,2026-07-11,2026-07-26,OPEN
INV-1419,Iyer Solutions,CP-002,44342.73,True,0.02,2026-06-16,2026-07-16,OPEN
INV-1420,Deshmukh Enterprises,CP-026,40393.56,True,0.1,2026-05-24,2026-07-08,OPEN
INV-1421,Agarwal Logistics,CP-001,6008.40,False,0,2026-05-21,2026-06-20,OPEN
INV-1422,Venkat Traders & Co,CP-028,39954.29,False,0,2026-06-14,2026-07-14,OPEN
INV-1423,Venkat Textiles,CP-007,13164.57,True,0.1,2026-05-08,2026-06-07,OPEN
INV-1424,Malhotra Polymers Ltd,CP-044,22920.79,True,0.02,2026-05-29,2026-06-28,OPEN
INV-1425,Rastogi Enterprises LLP,CP-022,21647.97,False,0,2026-06-11,2026-07-26,OPEN
INV-1426,Iyer Solutions,CP-002,129102.58,False,0,2026-07-12,2026-08-11,OPEN
INV-1427,Chauhan Chemicals Ltd,CP-038,87387.18,False,0,2026-05-18,2026-06-17,OPEN
INV-1428,Bhatt Traders Ltd,CP-000,22741.56,False,0,2026-07-18,2026-08-17,OPEN
INV-1429,Agarwal Logistics,CP-001,312070.86,False,0,2026-05-06,2026-06-05,OPEN
INV-1430,Agarwal Logistics,CP-001,5206.34,False,0,2026-05-13,2026-06-12,OPEN
INV-1431,Venkat Motors & Co,CP-020,15399.24,False,0,2026-07-25,2026-08-24,OPEN
INV-1432,Chatterjee Packaging & Co,CP-056,171500.43,True,0.02,2026-05-05,2026-06-19,OPEN
INV-1433,Nair Logistics,CP-006,121615.33,True,0.1,2026-05-15,2026-05-30,OPEN
INV-1434,Malhotra Textiles LLP,CP-010,47582.45,False,0,2026-07-09,2026-07-24,OPEN
INV-1435,Malhotra Textiles LLP,CP-010,25350.20,True,0.1,2026-05-23,2026-06-07,OPEN
INV-1436,Chauhan Textiles LLP,CP-054,23551.77,False,0,2026-05-06,2026-06-20,OPEN
INV-1437,Iyer Solutions,CP-002,25766.11,False,0,2026-06-04,2026-07-04,OPEN
INV-1438,Agarwal Steels LLP,CP-011,32439.19,False,0,2026-06-19,2026-07-04,OPEN
INV-1439,Patel Chemicals LLP,CP-043,52780.15,False,0,2026-07-04,2026-08-03,OPEN
INV-1440,Deshmukh Packaging Ltd,CP-021,178694.79,False,0,2026-05-12,2026-05-27,OPEN
INV-1441,Malhotra Polymers Ltd,CP-044,18648.41,False,0,2026-07-10,2026-08-09,OPEN
INV-1442,Chauhan Textiles LLP,CP-054,122280.84,False,0,2026-07-15,2026-08-14,OPEN
INV-1443,Iyer Solutions,CP-002,87465.82,False,0,2026-06-18,2026-07-03,OPEN
INV-1444,Venkat Polymers Pvt Ltd,CP-005,44565.38,False,0,2026-07-26,2026-08-10,OPEN
INV-1445,Bose Solutions Pvt Ltd,CP-016,43722.09,False,0,2026-07-18,2026-08-17,OPEN
INV-1446,Malhotra Polymers Ltd,CP-044,34607.13,False,0,2026-07-06,2026-08-20,OPEN
INV-1447,Agarwal Logistics,CP-001,44057.04,True,0.1,2026-07-07,2026-07-22,OPEN
INV-1448,Bose Agro,CP-019,8211.57,False,0,2026-05-23,2026-07-07,OPEN
INV-1449,Rastogi Textiles Ltd,CP-039,12839.30,True,0.02,2026-06-24,2026-08-08,OPEN
INV-1450,Iyer Solutions,CP-002,15471.77,False,0,2026-07-06,2026-08-05,OPEN
INV-1451,Pillai Textiles,CP-018,24597.42,False,0,2026-06-27,2026-07-27,OPEN
INV-1452,Bose Solutions Pvt Ltd,CP-016,61787.59,True,0.02,2026-07-06,2026-08-05,OPEN
INV-1453,Iyer Industries,CP-008,77335.57,True,0.1,2026-07-06,2026-08-05,OPEN
INV-1454,Bhatt Traders Ltd,CP-000,13691.01,False,0,2026-05-08,2026-06-07,OPEN
INV-1455,Mehta Chemicals LLP,CP-023,23984.63,True,0.1,2026-05-31,2026-06-15,OPEN
INV-1456,Malhotra Textiles LLP,CP-010,39687.89,False,0,2026-05-17,2026-06-16,OPEN
INV-1457,Iyer Packaging,CP-015,32620.02,False,0,2026-06-26,2026-07-11,OPEN
INV-1458,Rastogi Enterprises LLP,CP-022,23530.62,False,0,2026-07-22,2026-08-21,OPEN
INV-1459,Bose Textiles Pvt Ltd,CP-004,26366.72,True,0.1,2026-07-19,2026-08-03,OPEN
INV-1460,Pillai Textiles,CP-018,30230.85,False,0,2026-06-27,2026-08-11,OPEN
INV-1461,Nair Logistics,CP-006,66481.90,False,0,2026-07-12,2026-08-11,OPEN
INV-1462,Deshmukh Packaging Ltd,CP-021,33429.31,False,0,2026-05-02,2026-06-16,OPEN
INV-1463,Agarwal Logistics,CP-001,95485.87,False,0,2026-06-07,2026-07-07,OPEN
INV-1464,Reddy Logistics,CP-027,18833.58,False,0,2026-05-10,2026-05-25,OPEN
INV-1465,Bhatt Traders Ltd,CP-000,44588.98,True,0.1,2026-07-27,2026-08-26,OPEN
INV-1466,Chauhan Chemicals Ltd,CP-038,54642.56,True,0.1,2026-07-14,2026-07-29,OPEN
INV-1467,Rastogi Textiles Ltd,CP-039,17638.01,False,0,2026-07-06,2026-07-21,OPEN
INV-1468,Patel Chemicals,CP-057,25043.28,False,0,2026-06-10,2026-07-25,OPEN
INV-1469,Chauhan Chemicals Ltd,CP-038,47850.71,False,0,2026-06-23,2026-07-23,OPEN
INV-1470,Agarwal Distributors,CP-003,84220.62,True,0.02,2026-05-26,2026-07-10,OPEN
INV-1471,Trivedi Chemicals Pvt Ltd,CP-017,58533.51,True,0.02,2026-06-13,2026-07-28,OPEN
INV-1472,Agarwal Distributors,CP-003,43757.03,False,0,2026-07-12,2026-07-27,OPEN
INV-1473,Iyer Solutions,CP-002,76517.30,False,0,2026-05-27,2026-07-11,OPEN
INV-1474,Iyer Packaging,CP-015,23548.67,False,0,2026-05-27,2026-06-11,OPEN
INV-1475,Agarwal Logistics,CP-001,75473.55,False,0,2026-05-18,2026-06-02,OPEN
INV-1476,Bhatt Chemicals & Co,CP-032,39956.04,False,0,2026-07-11,2026-07-26,OPEN
INV-1477,Agarwal Packaging,CP-009,91657.22,False,0,2026-06-07,2026-07-22,OPEN
INV-1478,Kulkarni Agro Pvt Ltd,CP-035,24263.04,True,0.02,2026-05-13,2026-05-28,OPEN
INV-1479,Nair Logistics,CP-006,55849.73,False,0,2026-06-26,2026-07-11,OPEN
INV-1480,Rastogi Textiles Ltd,CP-039,15557.55,False,0,2026-05-30,2026-06-29,OPEN
INV-1481,Rastogi Enterprises LLP,CP-022,65547.90,True,0.02,2026-06-03,2026-06-18,OPEN
INV-1482,Nair Traders Pvt Ltd,CP-050,55936.43,True,0.02,2026-05-05,2026-06-19,OPEN
INV-1483,Agarwal Distributors,CP-003,87702.61,False,0,2026-05-26,2026-07-10,OPEN
INV-1484,Agarwal Logistics,CP-001,26101.36,False,0,2026-05-05,2026-05-20,OPEN
INV-1485,Pillai Textiles,CP-018,10938.57,False,0,2026-07-07,2026-08-06,OPEN
INV-1486,Iyer Industries,CP-008,21115.68,False,0,2026-06-08,2026-07-23,OPEN
INV-1487,Deshmukh Enterprises,CP-026,16800.48,False,0,2026-05-30,2026-06-29,OPEN
INV-1488,Bhatt Traders Ltd,CP-000,51762.24,False,0,2026-06-12,2026-07-12,OPEN
INV-1489,Iyer Solutions,CP-002,63303.06,False,0,2026-06-08,2026-07-23,OPEN
INV-1490,Chauhan Polymers LLP,CP-012,9975.27,False,0,2026-05-21,2026-06-20,OPEN
INV-1491,Bhatt Traders Ltd,CP-000,25782.44,False,0,2026-06-23,2026-07-23,OPEN
INV-1492,Bhatt Traders Ltd,CP-000,150606.16,True,0.02,2026-06-16,2026-07-16,OPEN
INV-1493,Bhatt Traders Ltd,CP-000,157844.61,True,0.02,2026-06-08,2026-06-23,OPEN
INV-1494,Rastogi Traders,CP-040,12414.48,False,0,2026-07-08,2026-08-07,OPEN
INV-1495,Iyer Industries,CP-008,13138.73,True,0.02,2026-07-04,2026-08-03,OPEN
INV-1496,Venkat Polymers Pvt Ltd,CP-005,23753.20,False,0,2026-05-31,2026-07-15,OPEN
INV-1497,Agarwal Packaging,CP-009,152953.71,False,0,2026-07-29,2026-09-12,OPEN
INV-1498,Sinha Agro & Co,CP-025,18594.55,False,0,2026-06-03,2026-07-03,OPEN
INV-1499,Venkat Polymers Pvt Ltd,CP-005,41752.09,True,0.02,2026-05-16,2026-05-31,OPEN
